timestamp,open,high,low,close,volume
2025-02-20 08:00:00,244.1262,244.9020,243.5000,243.7800,148481
2025-02-20 07:00:00,243.8200,244.6100,243.8200,244.4600,17999
2025-02-20 06:00:00,244.1200,244.1600,243.8000,243.8300,10681
2025-02-20 05:00:00,244.1000,244.2400,244.0000,244.1300,11782
2025-02-20 04:00:00,244.4000,244.4000,243.7700,244.1300,29494
2025-02-19 19:00:00,244.6500,258.4298,236.4454,244.8000,11829
2025-02-19 18:00:00,244.3700,244.9800,244.3000,244.7200,18184
2025-02-19 17:00:00,244.5600,244.6000,244.2500,244.3300,20025
2025-02-19 16:00:00,244.8900,245.0400,243.6750,244.5800,11734755
2025-02-19 15:00:00,244.8400,245.1800,244.5350,244.8900,4551739
2025-02-19 14:00:00,244.7400,245.0800,244.2200,244.8350,2254718
2025-02-19 13:00:00,244.7300,245.1899,244.2300,244.7300,1825641
2025-02-19 12:00:00,244.7900,245.6600,244.6273,244.7200,2598159
2025-02-19 11:00:00,243.4100,244.9499,243.1604,244.7800,3620150
2025-02-19 10:00:00,245.0700,245.5800,243.2600,243.4200,4171289
2025-02-19 09:00:00,244.1200,246.0100,243.7300,245.0700,3963073
2025-02-19 08:00:00,244.6490,245.2500,233.2200,244.1100,1730094
2025-02-19 07:00:00,243.8400,244.3400,243.8200,244.2300,19431
2025-02-19 06:00:00,244.1100,244.1800,243.7400,243.8200,16297
2025-02-19 05:00:00,244.6000,244.6600,244.0000,244.0400,15630
2025-02-19 04:00:00,245.2100,245.5500,244.5200,244.5600,22025
2025-02-18 19:00:00,244.9500,245.4500,244.8000,245.4000,39742
2025-02-18 18:00:00,244.5800,244.9900,244.5800,244.9012,25642
2025-02-18 17:00:00,244.5300,247.6583,227.4311,244.5500,598794
2025-02-18 16:00:00,244.4700,244.7500,243.7517,244.5500,24210718
2025-02-18 15:00:00,243.6989,244.9530,243.1500,244.4600,6176542
2025-02-18 14:00:00,242.6100,243.8350,241.8400,243.6950,3285269
2025-02-18 13:00:00,243.9700,244.1155,242.3101,242.6200,3184600
2025-02-18 12:00:00,244.8950,244.9500,243.9300,243.9750,2218460
2025-02-18 11:00:00,244.3300,245.0500,244.2200,244.8900,3422221
2025-02-18 10:00:00,244.9840,245.0972,243.8600,244.3300,4302409
2025-02-18 09:00:00,244.7300,245.1800,242.8200,244.9300,6905979
2025-02-18 08:00:00,244.7500,245.5700,241.3750,244.7500,1229301
2025-02-18 07:00:00,244.7400,245.0000,244.6400,244.9500,55745
2025-02-18 06:00:00,244.9400,245.2000,244.6400,244.7100,26349
2025-02-18 05:00:00,244.9400,244.9600,244.7900,244.9400,14860
2025-02-18 04:00:00,243.8900,245.8800,243.8900,244.9400,38642
2025-02-14 19:00:00,244.5075,244.8000,244.5000,244.6400,8777
2025-02-14 18:00:00,244.5800,244.7925,244.2500,244.6700,54023
2025-02-14 17:00:00,244.7900,244.7900,243.2133,244.4900,560697
2025-02-14 16:00:00,244.5700,245.0000,244.2976,244.8100,12811327
2025-02-14 15:00:00,244.2650,245.5500,243.9100,244.5700,6329664
2025-02-14 14:00:00,244.1602,244.3700,243.9400,244.2683,1987317
2025-02-14 13:00:00,243.9150,244.5400,243.8000,244.1600,1927290
2025-02-14 12:00:00,244.3700,244.5300,243.3400,243.9100,3785102
2025-02-14 11:00:00,244.2800,244.4500,243.1600,244.3800,3739684
2025-02-14 10:00:00,244.3100,245.0500,243.1800,244.2800,7464197
2025-02-14 09:00:00,240.8300,244.4200,236.8600,244.3200,6417866
2025-02-14 08:00:00,241.7335,242.4600,240.4400,240.8200,258220
2025-02-14 07:00:00,240.7200,241.0200,240.6400,240.9500,37473
2025-02-14 06:00:00,241.5100,241.7100,240.4400,240.6900,65008
2025-02-14 05:00:00,241.0600,241.5900,240.6200,241.5100,41617
2025-02-14 04:00:00,242.0000,242.0000,241.0200,241.0700,49889
2025-02-13 19:00:00,241.3200,241.6200,241.2000,241.3800,57939
2025-02-13 18:00:00,241.2000,241.4975,241.1800,241.3100,18098
2025-02-13 17:00:00,241.3200,252.5918,241.0900,241.2900,1275270
2025-02-13 16:00:00,241.5200,242.0000,241.2100,241.3199,25964313
2025-02-13 15:00:00,242.2200,242.2306,241.0100,241.5200,6316575
2025-02-13 14:00:00,241.5850,242.3399,241.3900,242.2300,3545107
2025-02-13 13:00:00,240.6800,241.6000,237.0000,241.5900,3463904
2025-02-13 12:00:00,240.4200,241.1500,240.0710,240.6891,3103485
2025-02-13 11:00:00,239.2800,241.6100,239.1200,240.3900,8107860
2025-02-13 10:00:00,236.2900,239.5100,235.5700,239.2801,6150612
2025-02-13 09:00:00,237.2000,239.0000,229.7400,236.3100,5442790
2025-02-13 08:00:00,235.9900,237.4300,232.7600,237.1300,1235629
2025-02-13 07:00:00,235.8400,236.2100,235.8000,236.0700,38363
2025-02-13 06:00:00,236.3100,236.4500,235.6200,235.8300,24938
2025-02-13 05:00:00,235.6800,236.3800,235.6500,236.2600,15299
2025-02-13 04:00:00,236.6100,237.1300,235.3000,235.7000,45422
2025-02-12 19:00:00,236.9500,237.1000,236.8400,237.0800,25489
2025-02-12 18:00:00,236.7713,237.0000,236.7500,236.9400,19726
2025-02-12 17:00:00,236.8700,236.9500,221.4843,236.7900,20971
2025-02-12 16:00:00,236.8900,237.1300,236.4982,236.9000,19094711
2025-02-12 15:00:00,236.4800,236.9600,235.9100,236.8900,6080852
2025-02-12 14:00:00,235.6024,236.5100,235.5500,236.4700,3484006
2025-02-12 13:00:00,235.6700,235.8900,235.0899,235.6100,2715966
2025-02-12 12:00:00,235.3850,235.6869,234.8600,235.6600,3051504
2025-02-12 11:00:00,234.6500,235.5000,233.9900,235.4024,4017297
2025-02-12 10:00:00,232.5600,234.8400,231.3600,234.6347,7066626
2025-02-12 09:00:00,231.0050,234.9300,228.3300,232.5600,4893506
2025-02-12 08:00:00,232.7500,233.2000,230.5100,231.0600,2516225
2025-02-12 07:00:00,232.7700,232.9500,232.7100,232.9400,22096
2025-02-12 06:00:00,232.6000,232.8900,232.5000,232.7700,13876
2025-02-12 05:00:00,232.4100,232.6900,232.3900,232.6000,10919
2025-02-12 04:00:00,232.9200,233.1200,232.3200,232.4100,30304
2025-02-11 19:00:00,232.8999,232.9800,232.5300,232.8100,26336
2025-02-11 18:00:00,232.6500,246.7500,232.2000,232.9000,18708
2025-02-11 17:00:00,232.8100,242.6295,232.5500,232.6207,1313158
2025-02-11 16:00:00,232.7700,242.6295,219.5283,232.8100,13473530
2025-02-11 15:00:00,233.3700,233.9250,232.1500,232.7700,6593582
2025-02-11 14:00:00,233.8350,233.8900,233.1300,233.3685,3442615
2025-02-11 13:00:00,234.2300,234.4300,233.2500,233.8497,2521606
2025-02-11 12:00:00,234.7100,235.1800,233.7217,234.2200,3940501
2025-02-11 11:00:00,234.3000,235.2300,233.6600,234.7200,6171333
2025-02-11 10:00:00,230.3300,234.6800,230.0600,234.2900,9254112
2025-02-11 09:00:00,226.1100,243.9550,226.0000,230.3200,8723846
2025-02-11 08:00:00,227.2437,237.5361,226.0000,226.0900,2703008
2025-02-11 07:00:00,227.0300,227.1500,226.5000,226.7500,27772
2025-02-11 06:00:00,226.6900,227.0500,226.6700,227.0500,10057
2025-02-11 05:00:00,226.7300,226.9200,226.5900,226.6800,9475
2025-02-11 04:00:00,226.9100,227.4700,226.6000,226.7500,21009
2025-02-10 19:00:00,226.9000,227.1000,226.7500,226.9995,34590
2025-02-10 18:00:00,227.3500,227.4400,226.7500,226.8300,56117
2025-02-10 17:00:00,227.4390,230.5000,215.4038,227.3700,1339065
2025-02-10 16:00:00,227.6500,230.4200,227.2000,227.3800,13634675
2025-02-10 15:00:00,228.0350,229.5750,227.2000,227.6400,5049548
2025-02-10 14:00:00,228.5600,229.0350,227.9100,228.0400,2319972
2025-02-10 13:00:00,228.6600,228.8800,228.3700,228.5593,2198258
2025-02-10 12:00:00,229.2100,229.2550,228.2392,228.6700,2389515
2025-02-10 11:00:00,229.0300,229.5100,228.7400,229.2200,2862835
2025-02-10 10:00:00,229.1600,230.5850,228.8000,229.0400,4326063
2025-02-10 09:00:00,229.2050,248.1300,228.8900,229.1600,3787558
2025-02-10 08:00:00,228.2877,229.4800,227.4488,229.2100,143403
2025-02-10 07:00:00,228.9800,229.0400,228.7010,228.9800,37182
2025-02-10 06:00:00,228.6400,229.3000,228.5400,229.0000,20857
2025-02-10 05:00:00,228.4000,228.7000,228.3700,228.5800,12369
2025-02-10 04:00:00,228.3100,228.9500,227.6000,228.4000,32531
2025-02-07 19:00:00,227.0307,227.0906,227.0007,227.0396,19549
2025-02-07 18:00:00,227.2904,227.3803,227.0007,227.0257,54038
2025-02-07 17:00:00,227.3204,227.3503,216.9261,227.2904,30331
2025-02-07 16:00:00,227.4602,231.0363,217.1415,227.3204,13259509
2025-02-07 15:00:00,228.0296,228.3293,227.0107,227.4602,6637799
2025-02-07 14:00:00,227.8598,228.1794,227.5301,228.0446,2713573
2025-02-07 13:00:00,228.4691,229.2482,227.8098,227.8597,2559289
2025-02-07 12:00:00,228.7788,229.1683,227.9447,228.4791,4398484
2025-02-07 11:00:00,230.3171,230.3370,228.2994,228.7788,5070223
2025-02-07 10:00:00,232.4198,232.4198,228.8687,230.2771,6330849
2025-02-07 09:00:00,232.2250,233.7433,231.6356,232.4347,3648690
2025-02-07 08:00:00,232.5846,233.2027,231.8554,232.2450,129348
2025-02-07 07:00:00,232.7144,232.7144,232.4947,232.5746,23351
2025-02-07 06:00:00,232.5846,232.7244,232.4347,232.7044,7978
2025-02-07 05:00:00,232.6046,232.8243,232.4947,232.5147,15516
2025-02-07 04:00:00,231.2560,233.0241,231.2560,232.6046,26584
2025-02-06 19:00:00,232.6445,233.1839,232.4248,232.7744,24697
2025-02-06 18:00:00,232.1451,232.9642,231.9253,232.4947,73876
2025-02-06 17:00:00,232.4190,246.8678,225.4758,231.9253,816692
2025-02-06 16:00:00,232.9142,233.2239,232.4048,232.4997,11317821
2025-02-06 15:00:00,231.9053,233.0341,231.6406,232.9642,4180781
2025-02-06 14:00:00,232.1551,232.8543,231.7755,231.9153,2177921
2025-02-06 13:00:00,231.5307,232.2350,231.4958,232.1551,1798634
2025-02-06 12:00:00,230.8115,231.6618,230.6467,231.5158,2276263
2025-02-06 11:00:00,230.6867,231.6456,230.6167,230.8065,2662928
2025-02-06 10:00:00,233.2239,233.2838,230.1722,230.6966,4461951
2025-02-06 09:00:00,231.0862,233.5435,230.5261,233.2638,4503818
2025-02-06 08:00:00,232.4150,232.6245,230.4869,231.0613,90514
2025-02-06 07:00:00,230.8065,231.3260,230.5568,231.2461,25982
2025-02-06 06:00:00,231.3360,231.3759,230.5968,230.7566,30777
2025-02-06 05:00:00,231.2461,231.4059,230.9264,231.3459,24226
2025-02-06 04:00:00,232.2050,232.5646,231.1761,231.3160,27520
2025-02-05 19:00:00,231.9403,232.3648,231.7455,231.8504,33400
2025-02-05 18:00:00,231.6456,232.0951,231.5457,231.9253,12567
2025-02-05 17:00:00,231.9053,232.2150,231.4458,231.7455,559207
2025-02-05 16:00:00,232.2000,242.7684,226.9608,231.9053,19770687
2025-02-05 15:00:00,231.0463,232.4148,230.8566,232.1950,5047590
2025-02-05 14:00:00,230.2871,231.2760,230.2372,231.0363,2975051
2025-02-05 13:00:00,229.8026,230.2971,229.3781,230.2871,2561588
2025-02-05 12:00:00,230.4768,231.0263,229.7277,229.7976,2406017
2025-02-05 11:00:00,229.2682,230.5618,229.0085,230.4469,3243978
2025-02-05 10:00:00,229.9375,230.3071,228.1694,229.2782,4884036
2025-02-05 09:00:00,227.6950,232.5446,227.1505,229.9125,5667689
2025-02-05 08:00:00,226.4114,232.5446,224.7732,227.6900,458947
2025-02-05 07:00:00,226.2515,228.2493,226.1816,228.0496,268834
2025-02-05 06:00:00,226.4913,226.6511,225.6322,226.2415,180501
2025-02-05 05:00:00,227.3903,227.4802,226.1716,226.4713,108232
2025-02-05 04:00:00,228.6988,230.5069,224.9729,227.3603,246738
2025-02-04 19:00:00,232.0452,232.7444,231.7954,232.5446,53698
2025-02-04 18:00:00,231.5357,232.5346,231.3659,231.9952,57198
2025-02-04 17:00:00,232.2100,247.3866,226.6147,231.7055,250319
2025-02-04 16:00:00,232.4947,242.7996,226.6147,232.2100,15426536
2025-02-04 15:00:00,232.3013,232.8743,231.7555,232.5346,5303298
2025-02-04 14:00:00,231.2361,232.5147,231.1162,232.2919,2787154
2025-02-04 13:00:00,231.9852,232.1251,231.2361,231.2361,2393153
2025-02-04 12:00:00,231.9353,232.5346,231.1362,231.9902,4363114
2025-02-04 11:00:00,230.2671,232.2100,229.8676,231.9353,4771107
2025-02-04 10:00:00,228.6889,231.2948,228.3892,230.2671,6750121
2025-02-04 09:00:00,227.1006,230.9913,226.0018,228.6709,5739657
2025-02-04 08:00:00,226.5137,227.9497,225.8032,227.0806,2074332
2025-02-04 07:00:00,226.6711,227.2105,226.1616,226.8409,65662
2025-02-04 06:00:00,227.0407,227.4502,226.5113,226.6511,55754
2025-02-04 05:00:00,226.4713,227.2305,226.2915,227.0507,21121
2025-02-04 04:00:00,227.5801,227.5801,225.9019,226.4713,46612
2025-02-03 19:00:00,228.8087,228.8986,227.9996,228.5990,98717
2025-02-03 18:00:00,228.9186,228.9486,227.7599,228.8487,90169
2025-02-03 17:00:00,228.4991,229.0185,217.7992,228.9186,568040
2025-02-03 16:00:00,227.6999,229.2482,218.3235,228.4991,19910765
2025-02-03 15:00:00,228.6089,228.9586,227.3803,227.7299,8064254
2025-02-03 14:00:00,227.9896,229.7477,227.4053,228.5890,4595596
2025-02-03 13:00:00,226.5612,228.0494,225.9469,227.9996,4816608
2025-02-03 12:00:00,226.1217,226.7810,225.6122,226.5612,5753868
2025-02-03 11:00:00,227.6732,229.9874,225.4524,226.1317,9654625
2025-02-03 10:00:00,228.5590,230.0174,226.3864,227.6400,12637765
2025-02-03 09:00:00,229.7565,247.7779,228.3293,228.5890,11151338
2025-02-03 08:00:00,230.5668,235.7411,228.2493,229.7477,1679350
2025-02-03 07:00:00,231.3060,231.4458,230.3970,230.5668,224612
2025-02-03 06:00:00,231.4958,231.7355,231.0762,231.3060,76494
2025-02-03 05:00:00,230.7666,231.5757,229.7477,231.4958,99180
2025-02-03 04:00:00,232.5346,233.3437,229.2582,230.7766,123992
2025-01-31 19:00:00,234.6623,234.8121,233.6534,233.6574,75073
2025-01-31 18:00:00,234.9819,235.0019,234.5424,234.7023,60820
2025-01-31 17:00:00,235.0119,235.7411,219.4912,234.9770,1632434
2025-01-31 16:00:00,235.5813,238.6130,234.6923,234.9919,35367216
2025-01-31 15:00:00,233.8582,236.2406,233.2938,235.5813,12241306
2025-01-31 14:00:00,235.0219,235.6712,233.1839,233.8532,7812160
2025-01-31 13:00:00,238.0586,238.8536,234.8521,235.0019,8360908
2025-01-31 12:00:00,238.6829,240.6797,238.0386,238.0486,6004109
2025-01-31 11:00:00,240.6657,240.8455,238.3283,238.6679,8264096
2025-01-31 10:00:00,241.3150,242.9782,239.7467,240.6607,12624289
2025-01-31 09:00:00,246.4893,247.5981,241.0852,241.3400,15919419
2025-01-31 08:00:00,246.3295,247.9577,237.3294,246.5093,3190866
2025-01-31 07:00:00,245.6802,247.2285,245.6502,246.9089,452661
2025-01-31 06:00:00,244.9310,246.1797,244.8811,245.7301,149075
2025-01-31 05:00:00,245.3506,245.7102,244.8311,245.0409,64711
2025-01-31 04:00:00,244.4815,245.6203,243.9821,245.3406,164374
2025-01-30 19:00:00,244.6813,244.7312,243.8322,244.5215,282636
2025-01-30 18:00:00,244.7612,245.9299,237.3294,244.6363,862972
2025-01-30 17:00:00,233.7413,248.1275,232.7144,244.7612,5406790
2025-01-30 16:00:00,237.2694,245.1708,233.2538,233.7433,17543643
2025-01-30 15:00:00,239.6019,239.7967,236.9798,237.2994,9673229
2025-01-30 14:00:00,239.3861,239.6069,238.6689,239.5979,3698712
2025-01-30 13:00:00,238.1285,239.4071,238.0286,239.3821,2949176
2025-01-30 12:00:00,238.5380,238.6180,237.5491,238.1335,3022344
2025-01-30 11:00:00,237.8288,238.5780,236.9498,238.5181,5922903
2025-01-30 10:00:00,239.1973,239.1973,237.7989,237.7989,4556756
2025-01-30 09:00:00,238.7878,240.5259,236.8998,239.1973,5592748
2025-01-30 08:00:00,238.4082,239.9165,222.9851,238.8162,361120
2025-01-30 07:00:00,238.9176,239.0874,237.7489,238.3782,50511
2025-01-30 06:00:00,238.6279,239.3771,238.5980,238.9776,29632
2025-01-30 05:00:00,238.6779,238.9376,238.5281,238.6080,27287
2025-01-30 04:00:00,239.5070,239.6968,238.6080,238.6679,29706
2025-01-29 19:00:00,238.6379,239.2373,238.5380,238.9975,48031
2025-01-29 18:00:00,238.4881,239.0275,238.2384,238.5480,92659
2025-01-29 17:00:00,238.9726,238.9875,238.1085,238.4981,76017
2025-01-29 16:00:00,239.0475,244.7312,237.9986,238.9576,15048553
2025-01-29 15:00:00,237.8088,239.5919,237.4293,239.0874,7542628
2025-01-29 14:00:00,236.7101,238.0286,236.0508,237.8188,3727985
2025-01-29 13:00:00,235.7811,237.3993,235.1917,236.7400,3923228
2025-01-29 12:00:00,236.2805,236.9298,235.6862,235.7711,3052144
2025-01-29 11:00:00,237.5192,237.6890,235.8710,236.2805,3843754
2025-01-29 10:00:00,235.5463,237.7389,235.2616,237.5286,5912303
2025-01-29 09:00:00,234.3127,238.0985,223.5845,235.5313,6277494
2025-01-29 08:00:00,237.9986,239.3072,232.7244,234.3227,1675578
2025-01-29 07:00:00,237.1795,237.5491,234.4425,235.4215,384497
2025-01-29 06:00:00,236.8899,237.3194,236.7600,237.2095,40575
2025-01-29 05:00:00,236.9598,237.2095,236.7500,236.8899,37942
2025-01-29 04:00:00,238.2983,238.8877,236.7900,237.0097,81395
2025-01-28 19:00:00,237.3394,238.0885,237.2994,238.0885,55834
2025-01-28 18:00:00,237.3349,237.5891,237.0896,237.4392,24231
2025-01-28 17:00:00,237.8688,237.9986,236.9897,237.2495,505186
2025-01-28 16:00:00,237.9787,249.7411,224.1439,237.8888,26943726
2025-01-28 15:00:00,238.8927,238.9875,237.4992,237.9787,7981635
2025-01-28 14:00:00,238.5480,239.2173,238.3283,238.9026,3824514
2025-01-28 13:00:00,238.4481,238.9875,238.2084,238.5480,3345340
2025-01-28 12:00:00,239.4421,239.9065,237.8987,238.4681,5495012
2025-01-28 11:00:00,238.5780,239.9265,237.9087,239.4570,9858800
2025-01-28 10:00:00,234.4126,238.9875,234.1229,238.5780,14404293
2025-01-28 09:00:00,230.0865,235.3316,224.5834,234.4326,13166609
2025-01-28 08:00:00,229.7477,231.5662,222.2509,230.0474,319454
2025-01-28 07:00:00,230.7965,230.7965,229.1883,230.4070,172644
2025-01-28 06:00:00,231.4958,231.5957,230.2571,230.7766,81206
2025-01-28 05:00:00,229.0285,231.5357,228.7488,231.5158,195792
2025-01-28 04:00:00,230.5468,230.5468,228.2693,229.0385,88837
2025-01-27 19:00:00,229.4280,229.5479,228.7688,229.5479,33702
2025-01-27 18:00:00,229.4680,229.7577,228.2394,229.4280,86296
2025-01-27 17:00:00,229.7777,229.8276,215.1675,229.5479,336816
2025-01-27 16:00:00,229.6078,230.7466,228.8487,229.8226,33515309
2025-01-27 15:00:00,231.3160,231.6556,228.2294,229.6878,16755944
2025-01-27 14:00:00,231.1771,231.8953,229.8875,231.3260,6660087
2025-01-27 13:00:00,229.9275,231.5357,229.8176,231.1811,7274989
2025-01-27 12:00:00,228.2155,230.2272,228.0396,229.8975,6673188
2025-01-27 11:00:00,227.5102,229.5279,227.2604,228.1944,9465858
2025-01-27 10:00:00,225.4025,228.3368,223.8242,227.5401,10200056
2025-01-27 09:00:00,222.9851,227.4502,221.7665,225.4125,14734521
2025-01-27 08:00:00,221.3569,223.3747,217.8108,222.9552,1941180
2025-01-27 07:00:00,221.6865,221.8264,220.5278,221.7964,460118
2025-01-27 06:00:00,221.2670,222.7554,220.2082,221.6666,368237
2025-01-27 05:00:00,220.6377,221.5966,219.7687,221.2670,284092
2025-01-27 04:00:00,218.7598,220.6976,217.9606,220.6077,242768
2025-01-24 19:00:00,221.9762,222.0961,221.7765,221.9263,40244
2025-01-24 18:00:00,222.1560,222.2260,221.7565,221.9513,42805
2025-01-24 17:00:00,222.3159,222.5356,207.8865,222.0909,761090
2025-01-24 16:00:00,222.5456,234.0390,219.5789,222.2859,19501462
2025-01-24 15:00:00,222.3076,222.8003,221.1671,222.5456,8087463
2025-01-24 14:00:00,221.8164,222.6355,221.7765,222.3159,3238204
2025-01-24 13:00:00,222.1659,222.3159,221.6766,221.8064,2944983
2025-01-24 12:00:00,222.4956,223.0251,221.6965,222.1560,4258137
2025-01-24 11:00:00,222.8203,223.2448,222.1062,222.4857,6006514
2025-01-24 10:00:00,224.2787,224.3436,222.2860,222.8203,8271889
2025-01-24 09:00:00,225.5123,226.0518,223.4147,224.2637,9120326
2025-01-24 08:00:00,224.8331,229.1384,222.8709,225.5123,463602
2025-01-24 07:00:00,224.9430,225.1727,224.3936,224.8431,193094
2025-01-24 06:00:00,223.8442,225.2526,223.7543,224.9829,135691
2025-01-24 05:00:00,223.4346,223.8542,223.4047,223.8442,32367
2025-01-24 04:00:00,223.4147,224.1439,222.7554,223.4746,76371
2025-01-23 19:00:00,223.0750,223.1050,222.9049,222.9751,32512
2025-01-23 18:00:00,223.2099,223.2448,222.9739,223.0750,30239
2025-01-23 17:00:00,223.1000,233.7439,207.8711,223.2099,61582
2025-01-23 16:00:00,223.4047,223.6544,222.7554,223.1134,20752759
2025-01-23 15:00:00,222.4957,223.4047,222.0561,223.4047,9035364
2025-01-23 14:00:00,222.8303,222.9151,222.1860,222.5056,4524196
2025-01-23 13:00:00,223.4446,223.5345,222.7654,222.8296,3532803
2025-01-23 12:00:00,223.8142,224.3037,222.9452,223.4496,5588468
2025-01-23 11:00:00,225.0865,225.1627,223.5545,223.7942,5977487
2025-01-23 10:00:00,224.9430,226.7810,224.6436,225.0770,9193087
2025-01-23 09:00:00,224.5034,227.5002,219.7736,224.9330,7906595
2025-01-23 08:00:00,222.9452,224.5934,221.8978,224.5035,441592
2025-01-23 07:00:00,222.9851,224.0040,222.8053,223.9640,114444
2025-01-23 06:00:00,222.3658,223.0550,222.3358,222.9751,65438
2025-01-23 05:00:00,222.5756,222.6155,222.2659,222.3858,26575
2025-01-23 04:00:00,223.2748,223.2748,221.9563,222.5756,47673
